mock230-selftest-evidence-v1
wire	osrs239
000350	PASS	godwars_spiritual_bandos_ranger has authored runtime combat, cadence, and three animations
000351	PASS	godwars_ancient_cyclops has authored runtime combat, cadence, and three animations
000352	PASS	godwars_ancient_cyclops2 has authored runtime combat, cadence, and three animations
000353	PASS	godwars_ancient_ork2 has authored runtime combat, cadence, and three animations
000354	PASS	godwars_ancient_ork4 has authored runtime combat, cadence, and three animations
000355	PASS	godwars_ancient_hellhound has authored runtime combat, cadence, and three animations
000356	PASS	godwars_ancient_ork1 has authored runtime combat, cadence, and three animations
000357	PASS	godwars_ancient_ork3 has authored runtime combat, cadence, and three animations
000358	PASS	godwars_ancient_imp has authored runtime combat, cadence, and three animations
000359	PASS	godwars_ancient_hobgoblin has authored runtime combat, cadence, and three animations
000360	PASS	godwars_goblin5 has authored runtime combat, cadence, and three animations
000361	PASS	godwars_goblin3 has authored runtime combat, cadence, and three animations
000362	PASS	godwars_goblin1 has authored runtime combat, cadence, and three animations
000363	PASS	godwars_goblin4 has authored runtime combat, cadence, and three animations
000364	PASS	godwars_goblin2 has authored runtime combat, cadence, and three animations
000365	PASS	godwars_sergeant_goblin1 has authored runtime combat, cadence, and three animations
000366	PASS	godwars_ancient_ogre has authored runtime combat, cadence, and three animations
000367	PASS	godwars_sergeant_goblin3 has authored runtime combat, cadence, and three animations
000368	PASS	godwars_sergeant_goblin2 has authored runtime combat, cadence, and three animations
000369	PASS	godwars_bandos_avatar has authored runtime combat, cadence, and three animations
000370	PASS	godwars_saradomin_lion has authored runtime combat, cadence, and three animations
000371	PASS	godwars_saradomin_avatar has authored runtime combat, cadence, and three animations
000372	PASS	godwars_saradomin_centaur has authored runtime combat, cadence, and three animations
000373	PASS	godwars_saradomin_unicorn has authored runtime combat, cadence, and three animations
000374	PASS	godwars_ancient_saradomin_wizard has authored runtime combat, cadence, and three animations
000375	PASS	godwars_spiritual_saradomin_mage has authored runtime combat, cadence, and three animations
000376	PASS	godwars_spiritual_saradomin_warrior has authored runtime combat, cadence, and three animations
000377	PASS	godwars_spiritual_saradomin_ranger has authored runtime combat, cadence, and three animations
000378	PASS	godwars_saradomin_knight_1 has authored runtime combat, cadence, and three animations
000379	PASS	godwars_saradomin_knight_2 has authored runtime combat, cadence, and three animations
000380	PASS	godwars_spiritual_zamorak_mage has authored runtime combat, cadence, and three animations
000381	PASS	godwars_spiritual_zamorak_warrior has authored runtime combat, cadence, and three animations
000382	PASS	godwars_ancient_lesser_demon has authored runtime combat, cadence, and three animations
000383	PASS	godwars_ancient_black_demon has authored runtime combat, cadence, and three animations
000384	PASS	godwars_zamorak_avatar has authored runtime combat, cadence, and three animations
000385	PASS	godwars_ancient_greater_demon has authored runtime combat, cadence, and three animations
000386	PASS	classic GWD runtime roster has all 69 unique NPCs, got 69
000387	PASS	compiled GWD attack ledger has 126 rows, got 126
000388	PASS	godwars_ancient_black_demon/primary resolves its animation/projectile/start/impact/sound assets (3132/64/1227/1226/-1/3861)
000389	PASS	godwars_ancient_black_demon/primary runtime cadence is 5 ticks (got 5)
000390	PASS	godwars_ancient_black_demon/primary retains exact handler [ai_opplayer2,godwars_ancient_black_demon]
000391	PASS	godwars_ancient_black_demon/primary retains reviewed style/max/effect/prayer metadata
000392	PASS	godwars_ancient_cyclops/primary resolves its animation/projectile/start/impact/sound assets (2235/6368/-1/-1/-1/-1)
000393	PASS	godwars_ancient_cyclops/primary runtime cadence is 6 ticks (got 6)
000394	PASS	godwars_ancient_cyclops/primary retains exact handler [ai_opplayer2,godwars_ancient_cyclops]
000395	PASS	godwars_ancient_cyclops/primary retains reviewed style/max/effect/prayer metadata
000396	PASS	godwars_ancient_cyclops/dungeon_war resolves its animation/projectile/start/impact/sound assets (2235/6368/-1/-1/-1/-1)
000397	PASS	godwars_ancient_cyclops/dungeon_war runtime cadence is 6 ticks (got 6)
000398	PASS	godwars_ancient_cyclops/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_cyclops]
000399	PASS	godwars_ancient_cyclops/dungeon_war retains reviewed style/max/effect/prayer metadata
000400	PASS	godwars_ancient_cyclops2/primary resolves its animation/projectile/start/impact/sound assets (2236/6368/-1/-1/-1/-1)
000401	PASS	godwars_ancient_cyclops2/primary runtime cadence is 6 ticks (got 6)
000402	PASS	godwars_ancient_cyclops2/primary retains exact handler [ai_opplayer2,godwars_ancient_cyclops2]
000403	PASS	godwars_ancient_cyclops2/primary retains reviewed style/max/effect/prayer metadata
000404	PASS	godwars_ancient_cyclops2/dungeon_war resolves its animation/projectile/start/impact/sound assets (2236/6368/-1/-1/-1/-1)
000405	PASS	godwars_ancient_cyclops2/dungeon_war runtime cadence is 6 ticks (got 6)
000406	PASS	godwars_ancient_cyclops2/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_cyclops2]
000407	PASS	godwars_ancient_cyclops2/dungeon_war retains reviewed style/max/effect/prayer metadata
000408	PASS	godwars_ancient_greater_demon/primary resolves its animation/projectile/start/impact/sound assets (3130/64/-1/-1/-1/3872)
000409	PASS	godwars_ancient_greater_demon/primary runtime cadence is 5 ticks (got 5)
000410	PASS	godwars_ancient_greater_demon/primary retains exact handler [ai_opplayer2,godwars_ancient_greater_demon]
000411	PASS	godwars_ancient_greater_demon/primary retains reviewed style/max/effect/prayer metadata
000412	PASS	godwars_ancient_hellhound/primary resolves its animation/projectile/start/impact/sound assets (3133/6581/-1/-1/-1/-1)
000413	PASS	godwars_ancient_hellhound/primary runtime cadence is 4 ticks (got 4)
000414	PASS	godwars_ancient_hellhound/primary retains exact handler [ai_opplayer2,godwars_ancient_hellhound]
000415	PASS	godwars_ancient_hellhound/primary retains reviewed style/max/effect/prayer metadata
000416	PASS	godwars_ancient_hellhound/dungeon_war resolves its animation/projectile/start/impact/sound assets (3133/6581/-1/-1/-1/-1)
000417	PASS	godwars_ancient_hellhound/dungeon_war runtime cadence is 4 ticks (got 4)
000418	PASS	godwars_ancient_hellhound/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_hellhound]
000419	PASS	godwars_ancient_hellhound/dungeon_war retains reviewed style/max/effect/prayer metadata
000420	PASS	godwars_ancient_hobgoblin/primary resolves its animation/projectile/start/impact/sound assets (2241/163/-1/-1/-1/-1)
000421	PASS	godwars_ancient_hobgoblin/primary runtime cadence is 4 ticks (got 4)
000422	PASS	godwars_ancient_hobgoblin/primary retains exact handler [ai_opplayer2,godwars_ancient_hobgoblin]
000423	PASS	godwars_ancient_hobgoblin/primary retains reviewed style/max/effect/prayer metadata
000424	PASS	godwars_ancient_hobgoblin/dungeon_war resolves its animation/projectile/start/impact/sound assets (2241/163/-1/-1/-1/-1)
000425	PASS	godwars_ancient_hobgoblin/dungeon_war runtime cadence is 4 ticks (got 4)
000426	PASS	godwars_ancient_hobgoblin/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_hobgoblin]
000427	PASS	godwars_ancient_hobgoblin/dungeon_war retains reviewed style/max/effect/prayer metadata
000428	PASS	godwars_ancient_imp/primary resolves its animation/projectile/start/impact/sound assets (3134/169/-1/-1/-1/-1)
000429	PASS	godwars_ancient_imp/primary runtime cadence is 4 ticks (got 4)
000430	PASS	godwars_ancient_imp/primary retains exact handler [ai_opplayer2,godwars_ancient_imp]
000431	PASS	godwars_ancient_imp/primary retains reviewed style/max/effect/prayer metadata
000432	PASS	godwars_ancient_imp/dungeon_war resolves its animation/projectile/start/impact/sound assets (3134/169/-1/-1/-1/-1)
000433	PASS	godwars_ancient_imp/dungeon_war runtime cadence is 4 ticks (got 4)
000434	PASS	godwars_ancient_imp/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_imp]
000435	PASS	godwars_ancient_imp/dungeon_war retains reviewed style/max/effect/prayer metadata
000436	PASS	godwars_ancient_jogre/primary resolves its animation/projectile/start/impact/sound assets (2234/2930/-1/-1/-1/-1)
000437	PASS	godwars_ancient_jogre/primary runtime cadence is 6 ticks (got 6)
000438	PASS	godwars_ancient_jogre/primary retains exact handler [ai_opplayer2,godwars_ancient_jogre]
000439	PASS	godwars_ancient_jogre/primary retains reviewed style/max/effect/prayer metadata
000440	PASS	godwars_ancient_jogre/dungeon_war resolves its animation/projectile/start/impact/sound assets (2234/2930/-1/-1/-1/-1)
000441	PASS	godwars_ancient_jogre/dungeon_war runtime cadence is 6 ticks (got 6)
000442	PASS	godwars_ancient_jogre/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_jogre]
000443	PASS	godwars_ancient_jogre/dungeon_war retains reviewed style/max/effect/prayer metadata
000444	PASS	godwars_ancient_lesser_demon/primary resolves its animation/projectile/start/impact/sound assets (3131/7077/1223/1222/-1/3866)
000445	PASS	godwars_ancient_lesser_demon/primary runtime cadence is 5 ticks (got 5)
000446	PASS	godwars_ancient_lesser_demon/primary retains exact handler [ai_opplayer2,godwars_ancient_lesser_demon]
000447	PASS	godwars_ancient_lesser_demon/primary retains reviewed style/max/effect/prayer metadata
000448	PASS	godwars_ancient_ogre/primary resolves its animation/projectile/start/impact/sound assets (2233/359/-1/-1/-1/-1)
000449	PASS	godwars_ancient_ogre/primary runtime cadence is 6 ticks (got 6)
000450	PASS	godwars_ancient_ogre/primary retains exact handler [ai_opplayer2,godwars_ancient_ogre]
000451	PASS	godwars_ancient_ogre/primary retains reviewed style/max/effect/prayer metadata
000452	PASS	godwars_ancient_ogre/dungeon_war resolves its animation/projectile/start/impact/sound assets (2233/359/-1/-1/-1/-1)
000453	PASS	godwars_ancient_ogre/dungeon_war runtime cadence is 6 ticks (got 6)
000454	PASS	godwars_ancient_ogre/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_ogre]
000455	PASS	godwars_ancient_ogre/dungeon_war retains reviewed style/max/effect/prayer metadata
000456	PASS	godwars_ancient_ork1/primary resolves its animation/projectile/start/impact/sound assets (2237/7018/-1/-1/-1/-1)
000457	PASS	godwars_ancient_ork1/primary runtime cadence is 5 ticks (got 5)
000458	PASS	godwars_ancient_ork1/primary retains exact handler [ai_opplayer2,godwars_ancient_ork1]
000459	PASS	godwars_ancient_ork1/primary retains reviewed style/max/effect/prayer metadata
000460	PASS	godwars_ancient_ork1/dungeon_war resolves its animation/projectile/start/impact/sound assets (2237/7018/-1/-1/-1/-1)
000461	PASS	godwars_ancient_ork1/dungeon_war runtime cadence is 5 ticks (got 5)
000462	PASS	godwars_ancient_ork1/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_ork1]
000463	PASS	godwars_ancient_ork1/dungeon_war retains reviewed style/max/effect/prayer metadata
000464	PASS	godwars_ancient_ork2/primary resolves its animation/projectile/start/impact/sound assets (2238/7018/-1/-1/-1/-1)
000465	PASS	godwars_ancient_ork2/primary runtime cadence is 5 ticks (got 5)
000466	PASS	godwars_ancient_ork2/primary retains exact handler [ai_opplayer2,godwars_ancient_ork2]
000467	PASS	godwars_ancient_ork2/primary retains reviewed style/max/effect/prayer metadata
000468	PASS	godwars_ancient_ork2/dungeon_war resolves its animation/projectile/start/impact/sound assets (2238/7018/-1/-1/-1/-1)
000469	PASS	godwars_ancient_ork2/dungeon_war runtime cadence is 5 ticks (got 5)
000470	PASS	godwars_ancient_ork2/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_ork2]
000471	PASS	godwars_ancient_ork2/dungeon_war retains reviewed style/max/effect/prayer metadata
000472	PASS	godwars_ancient_ork3/primary resolves its animation/projectile/start/impact/sound assets (2239/7018/-1/-1/-1/-1)
000473	PASS	godwars_ancient_ork3/primary runtime cadence is 5 ticks (got 5)
000474	PASS	godwars_ancient_ork3/primary retains exact handler [ai_opplayer2,godwars_ancient_ork3]
000475	PASS	godwars_ancient_ork3/primary retains reviewed style/max/effect/prayer metadata
000476	PASS	godwars_ancient_ork3/dungeon_war resolves its animation/projectile/start/impact/sound assets (2239/7018/-1/-1/-1/-1)
000477	PASS	godwars_ancient_ork3/dungeon_war runtime cadence is 5 ticks (got 5)
000478	PASS	godwars_ancient_ork3/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_ork3]
000479	PASS	godwars_ancient_ork3/dungeon_war retains reviewed style/max/effect/prayer metadata
000480	PASS	godwars_ancient_ork4/primary resolves its animation/projectile/start/impact/sound assets (2240/7018/-1/-1/-1/-1)
000481	PASS	godwars_ancient_ork4/primary runtime cadence is 5 ticks (got 5)
000482	PASS	godwars_ancient_ork4/primary retains exact handler [ai_opplayer2,godwars_ancient_ork4]
000483	PASS	godwars_ancient_ork4/primary retains reviewed style/max/effect/prayer metadata
000484	PASS	godwars_ancient_ork4/dungeon_war resolves its animation/projectile/start/impact/sound assets (2240/7018/-1/-1/-1/-1)
000485	PASS	godwars_ancient_ork4/dungeon_war runtime cadence is 5 ticks (got 5)
000486	PASS	godwars_ancient_ork4/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_ork4]
000487	PASS	godwars_ancient_ork4/dungeon_war retains reviewed style/max/effect/prayer metadata
000488	PASS	godwars_ancient_saradomin_wizard/primary resolves its animation/projectile/start/impact/sound assets (2209/811/-1/-1/76/-1)
000489	PASS	godwars_ancient_saradomin_wizard/primary runtime cadence is 5 ticks (got 5)
000490	PASS	godwars_ancient_saradomin_wizard/primary retains exact handler [ai_opplayer2,godwars_ancient_saradomin_wizard]
000491	PASS	godwars_ancient_saradomin_wizard/primary retains reviewed style/max/effect/prayer metadata
000492	PASS	godwars_ancient_saradomin_wizard/dungeon_war resolves its animation/projectile/start/impact/sound assets (2209/811/-1/-1/-1/-1)
000493	PASS	godwars_ancient_saradomin_wizard/dungeon_war runtime cadence is 5 ticks (got 5)
000494	PASS	godwars_ancient_saradomin_wizard/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_saradomin_wizard]
000495	PASS	godwars_ancient_saradomin_wizard/dungeon_war retains reviewed style/max/effect/prayer metadata
000496	PASS	godwars_ancient_vampire/primary resolves its animation/projectile/start/impact/sound assets (3137/422/-1/-1/-1/-1)
000497	PASS	godwars_ancient_vampire/primary runtime cadence is 4 ticks (got 4)
000498	PASS	godwars_ancient_vampire/primary retains exact handler [ai_opplayer2,godwars_ancient_vampire]
000499	PASS	godwars_ancient_vampire/primary retains reviewed style/max/effect/prayer metadata
000500	PASS	godwars_ancient_vampire/dungeon_war resolves its animation/projectile/start/impact/sound assets (3137/422/-1/-1/-1/-1)
