# 3rd/rsprot/gen/packet_versions.txt -- RSProt packet LAYOUT-VERSION ledger
#
# GENERATED FILE. Do not hand-edit.
#   generator : tools/rsprot_version_ledger.py
#   regenerate: python3 tools/rsprot_version_ledger.py
#   source    : /Users/matthewevers/Documents/git_repos/rsprot
#   revisions : osrs-221 .. osrs-239 (19 vendored)
#
# VERSION NUMBERS ARE APPEND-ONLY.
#   A (CLASS, DIR, HASH) triple keeps its VER forever. New layouts get the next
#   free number; existing numbers are never reassigned, renumbered or reused.
#   The generator aborts rather than change one, so C tables and generated
#   codecs can hard-code these numbers. Each class numbers its layouts 1..N in
#   ascending order of the revision that first introduced them.
#
# HASH is the first 12 hex digits of the SHA-256 of the normalised bodies of
# every function declared in the codec's .kt file, in source order: comments
# stripped, revision tokens folded to "osrsREV", whitespace collapsed. Nothing
# outside a function body contributes (no package, imports, class header, prot
# property or companion constants). Private same-file helpers ARE included --
# NpcHitEncoder.encode is a two-line dispatcher into pHits()/pHeadBars(), and an
# entry-point-only hash would report 1 layout for 221-236 instead of 16.
# A layout change living entirely in a CROSS-FILE helper (LoginBlockDecoder,
# PlayerInfo bit-packing, JagByteBuf) does NOT move this hash.
# HASH e3b0c44298fc is the empty body: a zero-payload packet
# (NoOpMessageEncoder) or a body-less interface declaration.
#
# DIR is RSProt-relative (RSProt is a server library):
#   out = *Encoder.kt = server -> client
#   in  = *Decoder.kt = client -> server
#
# REVS lists the revisions whose module contains that exact layout, as ranges
# (e.g. "221-230,233"). RETIRED means the layout is no longer present in any
# vendored revision; its number stays reserved.
#
# Columns are tab-separated:
#   CLASS  DIR  MODULE  VER  HASH  REVS
#
# SUMMARY
#   classes (class,dir pairs)  : 423
#     out (encoders)           : 278
#     in  (decoders)           : 145
#   distinct layouts           : 2490
#     out                      : 1616
#     in                       : 874
#   layouts per class          : min 1, max 19, mean 5.89
#   classes with 1 layout      : 198   (never change across their revisions)
#   classes changing every rev : 69
#   classes whose every layout : 348
#     is one contiguous run       (their C table row is a single range)
#   contiguous revision runs   : 2834
#     total, i.e. what a naive per-revision-run scheme would need. Deduplicating
#     recurring layouts by hash saves 344 codec bodies. Recurrence is real:
#     IfOpenTopEncoder cycles p2/p2Alt1/p2Alt2/p2Alt3 over 13 runs but only 4
#     distinct layouts, and revs 223-224 and 227-230 are byte-identical files.
CLASS	DIR	MODULE	VER	HASH	REVS
OpNpc1Decoder	in	desktop	9	cb232b51d23a	229
OpNpc1Decoder	in	desktop	10	479b6d22e8ca	230
OpNpc1Decoder	in	desktop	11	fefdd6a98b92	231
OpNpc1Decoder	in	desktop	12	d0de1aebb681	232
OpNpc1Decoder	in	desktop	13	c39a1d73d185	234
OpNpc1Decoder	in	desktop	14	be269beb77b5	235
OpNpc1Decoder	in	desktop	15	37ff6c08cb61	236
OpNpc1V1Decoder	in	desktop	1	28c3b261337d	237
OpNpc1V2Decoder	in	desktop	1	fdc7347b6110	237
OpNpc1V2Decoder	in	desktop	2	171081063090	238
OpNpc1V2Decoder	in	desktop	3	1fd5550d1acd	239
OpNpc2Decoder	in	desktop	1	181a9dc7b788	221,234
OpNpc2Decoder	in	desktop	2	f00674314761	222,224
OpNpc2Decoder	in	desktop	3	1d9cb46f7431	223,229
OpNpc2Decoder	in	desktop	4	d6fdb5ad8c03	225-226
OpNpc2Decoder	in	desktop	5	492b853bd4f7	227,235-236
OpNpc2Decoder	in	desktop	6	51ad8b0c39d1	228
OpNpc2Decoder	in	desktop	7	b64037a1d1ee	230
OpNpc2Decoder	in	desktop	8	1110d975dfc2	231
OpNpc2Decoder	in	desktop	9	5b1a7007d343	232
OpNpc2Decoder	in	desktop	10	95a68baad443	233
OpNpc2V1Decoder	in	desktop	1	137b43827c89	237
OpNpc2V2Decoder	in	desktop	1	6892439e954b	237
OpNpc2V2Decoder	in	desktop	2	111d63df1f19	238
OpNpc2V2Decoder	in	desktop	3	10090c88fe5a	239
OpNpc3Decoder	in	desktop	1	403089af1ccc	221
OpNpc3Decoder	in	desktop	2	56b7dfb849c5	222,227
OpNpc3Decoder	in	desktop	3	643521d7d440	223
OpNpc3Decoder	in	desktop	4	7c5e3065cfe5	224,232-233
OpNpc3Decoder	in	desktop	5	2acfcb43e7fb	225
OpNpc3Decoder	in	desktop	6	5bb9764ea668	226
OpNpc3Decoder	in	desktop	7	e41326098af2	228
OpNpc3Decoder	in	desktop	8	addae0a94dcd	229
OpNpc3Decoder	in	desktop	9	e756972d9d3e	230
OpNpc3Decoder	in	desktop	10	56cb4be92c27	231
OpNpc3Decoder	in	desktop	11	8b56a6314838	234
OpNpc3Decoder	in	desktop	12	30b9debf8ec9	235
OpNpc3Decoder	in	desktop	13	1a477fe2a9ab	236
OpNpc3V1Decoder	in	desktop	1	640edf3a9f91	237
OpNpc3V2Decoder	in	desktop	1	b77d11a4e381	237
OpNpc3V2Decoder	in	desktop	2	0bb275a4e043	238
OpNpc3V2Decoder	in	desktop	3	c469cdade92a	239
OpNpc4Decoder	in	desktop	1	275ace61aa95	221
OpNpc4Decoder	in	desktop	2	16147cad0c72	222,233
OpNpc4Decoder	in	desktop	3	6318c1390167	223
OpNpc4Decoder	in	desktop	4	49d401e8e76f	224
OpNpc4Decoder	in	desktop	5	466773b75ee3	225,228
OpNpc4Decoder	in	desktop	6	360eaefb4c69	226
OpNpc4Decoder	in	desktop	7	f81c33ad87c8	227
OpNpc4Decoder	in	desktop	8	f11a2d32b673	229,234
OpNpc4Decoder	in	desktop	9	d5d9f56f0fc3	230
OpNpc4Decoder	in	desktop	10	29e1add82c1a	231
OpNpc4Decoder	in	desktop	11	6d80b698cd22	232
OpNpc4Decoder	in	desktop	12	e9c215dfdc8d	235
OpNpc4Decoder	in	desktop	13	eb18b2bce8b6	236
OpNpc4V1Decoder	in	desktop	1	b189d2b6d4e4	237
OpNpc4V2Decoder	in	desktop	1	07515220906b	237
OpNpc4V2Decoder	in	desktop	2	ec9c0848bd17	238
OpNpc4V2Decoder	in	desktop	3	bc18a7e57fb8	239
OpNpc5Decoder	in	desktop	1	891662bc5d3b	221,227,232
OpNpc5Decoder	in	desktop	2	9b71c0d6c9f2	222,229
OpNpc5Decoder	in	desktop	3	8b448060d7bf	223,225
OpNpc5Decoder	in	desktop	4	ef0a9e1b8f5d	224
OpNpc5Decoder	in	desktop	5	4e0a139f784a	226
OpNpc5Decoder	in	desktop	6	4aefbf058ae4	228
OpNpc5Decoder	in	desktop	7	91be2952bfe5	230
OpNpc5Decoder	in	desktop	8	14210b56d92f	231
OpNpc5Decoder	in	desktop	9	480fd74f1d34	233
OpNpc5Decoder	in	desktop	10	6a92cf04c27f	234
OpNpc5Decoder	in	desktop	11	948afaadee43	235
OpNpc5Decoder	in	desktop	12	67b433b0cc8f	236
OpNpc5V1Decoder	in	desktop	1	2a7d8f3323c8	237
OpNpc5V2Decoder	in	desktop	1	66134afad142	237
OpNpc5V2Decoder	in	desktop	2	c3862062127f	238
OpNpc5V2Decoder	in	desktop	3	329e51f7a34c	239
OpNpc6Decoder	in	desktop	1	db1031f6937a	221-222,235
OpNpc6Decoder	in	desktop	2	296fd3e6d72c	223-224,227,229-230,234
OpNpc6Decoder	in	desktop	3	50e3f425303e	225,228,236-237
OpNpc6Decoder	in	desktop	4	3200f434485c	226,231-233,238-239
OpNpcTDecoder	in	desktop	1	a1a3e2a63e31	221
OpNpcTDecoder	in	desktop	2	1526b05d5f8b	222
OpNpcTDecoder	in	desktop	3	16a1abe7f39d	223
OpNpcTDecoder	in	desktop	4	5ae5a5f98879	224
OpNpcTDecoder	in	desktop	5	87876312f817	225
OpNpcTDecoder	in	desktop	6	73a2fb9a724d	226
OpNpcTDecoder	in	desktop	7	3b9bf2eb1f8f	227
OpNpcTDecoder	in	desktop	8	79770e7014aa	228
OpNpcTDecoder	in	desktop	9	5c04cb34c889	229
OpNpcTDecoder	in	desktop	10	b4da68aa91b2	230
OpNpcTDecoder	in	desktop	11	097438ebf991	231
OpNpcTDecoder	in	desktop	12	c2738e08888e	232
OpNpcTDecoder	in	desktop	13	ad19299da4bc	233
OpNpcTDecoder	in	desktop	14	e0771c0db717	234
OpNpcTDecoder	in	desktop	15	0db77989def3	235
OpNpcTDecoder	in	desktop	16	7ddded8b5ac8	236
OpNpcTDecoder	in	desktop	17	547338590aed	237
OpNpcTDecoder	in	desktop	18	a9cf09a14bb0	238
OpNpcTDecoder	in	desktop	19	dc679bc8951b	239
OpObj1Decoder	in	desktop	1	b4356ae33fc6	221
OpObj1Decoder	in	desktop	2	2ee57c599ec3	222
OpObj1Decoder	in	desktop	3	eca59d2ffdcf	223
OpObj1Decoder	in	desktop	4	fa7d7dd81b72	224
OpObj1Decoder	in	desktop	5	b839a8d61ef4	225
OpObj1Decoder	in	desktop	6	dd0eca095c02	226
OpObj1Decoder	in	desktop	7	6cce473bfa49	227
OpObj1Decoder	in	desktop	8	70079f25fd53	228
OpObj1Decoder	in	desktop	9	319509850feb	229
OpObj1Decoder	in	desktop	10	0078951e056c	230
OpObj1Decoder	in	desktop	11	f53e938b0da8	231
OpObj1Decoder	in	desktop	12	09c8f238bdf8	232
OpObj1Decoder	in	desktop	13	869ec328e9bd	233
OpObj1Decoder	in	desktop	14	6c990fb82b80	234
OpObj1Decoder	in	desktop	15	6597bd076173	235
OpObj1Decoder	in	desktop	16	5fb7ab0d4067	236
OpObj1V1Decoder	in	desktop	1	2fcbfea78fba	237
OpObj1V2Decoder	in	desktop	1	82507e726425	237
OpObj1V2Decoder	in	desktop	2	210268f2a6e8	238
OpObj1V2Decoder	in	desktop	3	c04d0d3881f3	239
OpObj2Decoder	in	desktop	1	e12a9b565873	221
OpObj2Decoder	in	desktop	2	775310e87f8f	222
OpObj2Decoder	in	desktop	3	1b829bf5f1a4	223
OpObj2Decoder	in	desktop	4	7d456a1b3c1f	224
OpObj2Decoder	in	desktop	5	cae4593c4b9c	225
OpObj2Decoder	in	desktop	6	f793397e64b1	226
OpObj2Decoder	in	desktop	7	5a96860a2fb7	227
OpObj2Decoder	in	desktop	8	e019b29b21b6	228
OpObj2Decoder	in	desktop	9	5ffb5fcd74fe	229
OpObj2Decoder	in	desktop	10	5bf266a4e3c5	230
OpObj2Decoder	in	desktop	11	e90e263aaf30	231
OpObj2Decoder	in	desktop	12	c694f5adf294	232
OpObj2Decoder	in	desktop	13	8672b33aca5a	233
OpObj2Decoder	in	desktop	14	50660f030b95	234
OpObj2Decoder	in	desktop	15	ed9b976691b4	235
OpObj2Decoder	in	desktop	16	9a27990290cb	236
OpObj2V1Decoder	in	desktop	1	ccef9fb98c26	237
OpObj2V2Decoder	in	desktop	1	86661d50dd48	237
OpObj2V2Decoder	in	desktop	2	81a92c728a40	238
OpObj2V2Decoder	in	desktop	3	952cccb8f07a	239
OpObj3Decoder	in	desktop	1	515b6bcff0f3	221
OpObj3Decoder	in	desktop	2	4cbba995b62c	222
OpObj3Decoder	in	desktop	3	4d97df3defb7	223
OpObj3Decoder	in	desktop	4	d29965e1ed2a	224
OpObj3Decoder	in	desktop	5	ca79ca6d560b	225
OpObj3Decoder	in	desktop	6	fc799764d638	226
OpObj3Decoder	in	desktop	7	2b9ade092cde	227
OpObj3Decoder	in	desktop	8	5b439440ba82	228
OpObj3Decoder	in	desktop	9	bf4d1b9d7314	229
OpObj3Decoder	in	desktop	10	858d6ead1e72	230
OpObj3Decoder	in	desktop	11	f0c2e222cb37	231
OpObj3Decoder	in	desktop	12	8e8c89305649	232
OpObj3Decoder	in	desktop	13	8a518884a3ee	233
OpObj3Decoder	in	desktop	14	acae02203d60	234
OpObj3Decoder	in	desktop	15	57014733c1da	235
OpObj3Decoder	in	desktop	16	b64babc00bc0	236
OpObj3V1Decoder	in	desktop	1	113bf3369f46	237
OpObj3V2Decoder	in	desktop	1	ae3e65cb0293	237
OpObj3V2Decoder	in	desktop	2	aafae60ef9d0	238
OpObj3V2Decoder	in	desktop	3	125671519e3d	239
OpObj4Decoder	in	desktop	1	b26828ad25bb	221
OpObj4Decoder	in	desktop	2	2fdaca1e0077	222
OpObj4Decoder	in	desktop	3	c3cb63686484	223
OpObj4Decoder	in	desktop	4	dd1f23f15981	224
OpObj4Decoder	in	desktop	5	f49e1618364e	225
OpObj4Decoder	in	desktop	6	fba51f1468b3	226
OpObj4Decoder	in	desktop	7	6e40832288f7	227
OpObj4Decoder	in	desktop	8	ec91d6f11965	228
OpObj4Decoder	in	desktop	9	5dd1d3eafd20	229
OpObj4Decoder	in	desktop	10	5c886c6a13e0	230
OpObj4Decoder	in	desktop	11	5e700a6fd696	231
OpObj4Decoder	in	desktop	12	7b8b9c942b56	232
OpObj4Decoder	in	desktop	13	6c5baef11a33	233
OpObj4Decoder	in	desktop	14	39b527cf558e	234
OpObj4Decoder	in	desktop	15	ae42c2efba0d	235
OpObj4Decoder	in	desktop	16	7ca77bc0c37f	236
OpObj4V1Decoder	in	desktop	1	0ca4b4761059	237
OpObj4V2Decoder	in	desktop	1	66d8d3781251	237
OpObj4V2Decoder	in	desktop	2	801d98f42f05	238
OpObj4V2Decoder	in	desktop	3	928f493b3a64	239
OpObj5Decoder	in	desktop	1	dadb68c64fbc	221
OpObj5Decoder	in	desktop	2	3a9df99bcd66	222
OpObj5Decoder	in	desktop	3	84e0727168fa	223
OpObj5Decoder	in	desktop	4	91f1d50577a0	224
OpObj5Decoder	in	desktop	5	26d3fe6eabd1	225
OpObj5Decoder	in	desktop	6	1915346a0319	226
OpObj5Decoder	in	desktop	7	6b240236f824	227
OpObj5Decoder	in	desktop	8	0f016370d129	228
OpObj5Decoder	in	desktop	9	3c6417cc1229	229
OpObj5Decoder	in	desktop	10	26bbbf6b7f0c	230
OpObj5Decoder	in	desktop	11	b7d16f596505	231
OpObj5Decoder	in	desktop	12	fa47425e76a9	232
OpObj5Decoder	in	desktop	13	cf6a82096bb1	233
OpObj5Decoder	in	desktop	14	50cd666f64ae	234
OpObj5Decoder	in	desktop	15	47fe44a8e1cd	235
OpObj5Decoder	in	desktop	16	88c7b4d1254b	236
OpObj5V1Decoder	in	desktop	1	2c47ca641e16	237
OpObj5V2Decoder	in	desktop	1	ae2f1696feba	237
OpObj5V2Decoder	in	desktop	2	1fa5727f48f3	238
OpObj5V2Decoder	in	desktop	3	d93e5e0d2e74	239
OpObj6Decoder	in	desktop	1	80a575506c07	221
OpObj6Decoder	in	desktop	2	61c1c99f4d0c	222,234
OpObj6Decoder	in	desktop	3	af324a7dd7fe	223
OpObj6Decoder	in	desktop	4	73a2f6e127a4	224
OpObj6Decoder	in	desktop	5	7069c79b31f3	225
OpObj6Decoder	in	desktop	6	ca5cd9c00f51	226
OpObj6Decoder	in	desktop	7	3e70c653030a	227
OpObj6Decoder	in	desktop	8	4a7c8ce9f2fe	228
OpObj6Decoder	in	desktop	9	d7f76b0659a7	229
OpObj6Decoder	in	desktop	10	ae3ddc25404b	230
OpObj6Decoder	in	desktop	11	8315b223cd48	231
OpObj6Decoder	in	desktop	12	c8471eb5e004	232
OpObj6Decoder	in	desktop	13	bd98f4286f98	233
OpObj6Decoder	in	desktop	14	8b3e6e11a735	235
OpObj6Decoder	in	desktop	15	0fcf0997e82e	236
OpObj6Decoder	in	desktop	16	88e4fd958b2d	237
OpObj6Decoder	in	desktop	17	37bb395bb1db	238
OpObj6Decoder	in	desktop	18	1c8976cbe84b	239
OpObjTDecoder	in	desktop	1	2d5e3e13db43	221
OpObjTDecoder	in	desktop	2	404a935ffba2	222
OpObjTDecoder	in	desktop	3	13ff911b6353	223
OpObjTDecoder	in	desktop	4	2a4eb645e629	224
OpObjTDecoder	in	desktop	5	548e3710aaae	225
OpObjTDecoder	in	desktop	6	771419210362	226
OpObjTDecoder	in	desktop	7	3d064a752c79	227
OpObjTDecoder	in	desktop	8	0cbc316f2987	228
OpObjTDecoder	in	desktop	9	adead0df8696	229
OpObjTDecoder	in	desktop	10	864207560511	230
OpObjTDecoder	in	desktop	11	bd01b0789007	231
OpObjTDecoder	in	desktop	12	a0a23d678ca9	232
OpObjTDecoder	in	desktop	13	3523ab3e5903	233
OpObjTDecoder	in	desktop	14	45c01b51edf5	234
OpObjTDecoder	in	desktop	15	ebb38ceb01b1	235
OpObjTDecoder	in	desktop	16	5b933c4fa040	236
OpObjTDecoder	in	desktop	17	72b9920659fe	237
OpObjTDecoder	in	desktop	18	6d47d330e484	238
OpObjTDecoder	in	desktop	19	a51f6becb8f8	239
OpPlayer1Decoder	in	desktop	1	e01f4f8d0f92	221,225,232,236
OpPlayer1Decoder	in	desktop	2	0f9bcbf79a59	222
OpPlayer1Decoder	in	desktop	3	a336e7ef74bb	223,229
OpPlayer1Decoder	in	desktop	4	2c2baff0c00e	224
OpPlayer1Decoder	in	desktop	5	ef3f363ad046	226
OpPlayer1Decoder	in	desktop	6	ac35337b8c42	227
OpPlayer1Decoder	in	desktop	7	81413c9492f1	228,237
OpPlayer1Decoder	in	desktop	8	6134a74bc477	230
OpPlayer1Decoder	in	desktop	9	6ae674f817bb	231
OpPlayer1Decoder	in	desktop	10	dc0e445a1ace	233
OpPlayer1Decoder	in	desktop	11	e396f6ad74d0	234
OpPlayer1Decoder	in	desktop	12	1ad35a3af1e8	235
OpPlayer1Decoder	in	desktop	13	613a7d664b50	238
OpPlayer1Decoder	in	desktop	14	2c14a2272684	239
OpPlayer2Decoder	in	desktop	1	c7182b035ae1	221
OpPlayer2Decoder	in	desktop	2	773fd1ba7adc	222,239
OpPlayer2Decoder	in	desktop	3	1562c3ce090d	223
OpPlayer2Decoder	in	desktop	4	3004766506f9	224
OpPlayer2Decoder	in	desktop	5	dc790ae10d61	225,228-229
OpPlayer2Decoder	in	desktop	6	fafc54ffda75	226,232-233
OpPlayer2Decoder	in	desktop	7	44857923300b	227
OpPlayer2Decoder	in	desktop	8	d2377b30ca85	230,234
OpPlayer2Decoder	in	desktop	9	b89c8b3c719f	231
OpPlayer2Decoder	in	desktop	10	a086b7c80f6e	235
OpPlayer2Decoder	in	desktop	11	1f5b4cdb8f8f	236
OpPlayer2Decoder	in	desktop	12	e5127df0a582	237-238
OpPlayer3Decoder	in	desktop	1	7fc6893fdd4d	221
OpPlayer3Decoder	in	desktop	2	f255007a93ec	222
OpPlayer3Decoder	in	desktop	3	e9196d63ab40	223,225
OpPlayer3Decoder	in	desktop	4	7cc4c72ec924	224,228
OpPlayer3Decoder	in	desktop	5	30bb4fdc6f49	226
OpPlayer3Decoder	in	desktop	6	6db79b4708f5	227,235
OpPlayer3Decoder	in	desktop	7	65afdf4dbe91	229
OpPlayer3Decoder	in	desktop	8	f91eeccb4c89	230,237
OpPlayer3Decoder	in	desktop	9	f99943fe25b1	231
OpPlayer3Decoder	in	desktop	10	f1c882e8a3b9	232
OpPlayer3Decoder	in	desktop	11	c026c94fa2e5	233
OpPlayer3Decoder	in	desktop	12	0e759179cec5	234,236
OpPlayer3Decoder	in	desktop	13	357129cf7cca	238
OpPlayer3Decoder	in	desktop	14	df2412b8aa26	239
OpPlayer4Decoder	in	desktop	1	f4d143bc4734	221
OpPlayer4Decoder	in	desktop	2	41b093d02926	222
OpPlayer4Decoder	in	desktop	3	3c4a11ccf6bf	223-224
OpPlayer4Decoder	in	desktop	4	d16bf5233458	225
OpPlayer4Decoder	in	desktop	5	5b90738655bb	226
OpPlayer4Decoder	in	desktop	6	699a0b5f75d6	227,237
OpPlayer4Decoder	in	desktop	7	b5f21bdef6b3	228,230
OpPlayer4Decoder	in	desktop	8	fe0913506585	229
OpPlayer4Decoder	in	desktop	9	5eb892133398	231
OpPlayer4Decoder	in	desktop	10	0929468b894d	232
OpPlayer4Decoder	in	desktop	11	b64a98a1da2c	233,239
OpPlayer4Decoder	in	desktop	12	db2600d2cecd	234
OpPlayer4Decoder	in	desktop	13	dedec6d1f987	235
OpPlayer4Decoder	in	desktop	14	90ec75983c36	236
OpPlayer4Decoder	in	desktop	15	8906e0520ad8	238
OpPlayer5Decoder	in	desktop	1	82b97b86f17e	221,237
OpPlayer5Decoder	in	desktop	2	98730efe3fc2	222
OpPlayer5Decoder	in	desktop	3	944f457da35d	223
OpPlayer5Decoder	in	desktop	4	d891c7abd30e	224,233
OpPlayer5Decoder	in	desktop	5	036545cf706f	225
OpPlayer5Decoder	in	desktop	6	5a3e7d2bad4f	226,235
OpPlayer5Decoder	in	desktop	7	006a6d6aecb4	227
OpPlayer5Decoder	in	desktop	8	381e7369b3c1	228,236
OpPlayer5Decoder	in	desktop	9	361951ff4012	229
OpPlayer5Decoder	in	desktop	10	e67bb6b72f97	230
OpPlayer5Decoder	in	desktop	11	f6a1b6e324fd	231
OpPlayer5Decoder	in	desktop	12	c06e088307a4	232
OpPlayer5Decoder	in	desktop	13	8086b4ce7f96	234
OpPlayer5Decoder	in	desktop	14	ccf558cfbe10	238
OpPlayer5Decoder	in	desktop	15	6542dde431b7	239
OpPlayer6Decoder	in	desktop	1	9178edac6601	221
OpPlayer6Decoder	in	desktop	2	a6066d9b8103	222
OpPlayer6Decoder	in	desktop	3	28212aa696cb	223
OpPlayer6Decoder	in	desktop	4	4df7d3d872a1	224
OpPlayer6Decoder	in	desktop	5	7ee1b419eb11	225,234
OpPlayer6Decoder	in	desktop	6	7fc2490db246	226,230
OpPlayer6Decoder	in	desktop	7	b145e9a79056	227
OpPlayer6Decoder	in	desktop	8	fa9b5897d037	228
OpPlayer6Decoder	in	desktop	9	9a21e9fe3826	229
OpPlayer6Decoder	in	desktop	10	7fb416cf251d	231
OpPlayer6Decoder	in	desktop	11	f6ffbbcddee2	232
OpPlayer6Decoder	in	desktop	12	0f3912b5a461	233
OpPlayer6Decoder	in	desktop	13	2de8f0e92ca1	235
OpPlayer6Decoder	in	desktop	14	36d9d1df721d	236
OpPlayer6Decoder	in	desktop	15	7c751e15ed6d	237
OpPlayer6Decoder	in	desktop	16	6ee1c3787568	238
OpPlayer6Decoder	in	desktop	17	f6ec73780cbe	239
OpPlayer7Decoder	in	desktop	1	a98f61b6e5d5	221-222
OpPlayer7Decoder	in	desktop	2	defec1ba00e1	223
OpPlayer7Decoder	in	desktop	3	1546d747dd67	224-225
OpPlayer7Decoder	in	desktop	4	66d8a69695e5	226
OpPlayer7Decoder	in	desktop	5	060ef424b139	227
OpPlayer7Decoder	in	desktop	6	b4fe275ff9ee	228
OpPlayer7Decoder	in	desktop	7	c827f783c7c3	229
OpPlayer7Decoder	in	desktop	8	797704e151cb	230,232
OpPlayer7Decoder	in	desktop	9	4e8b220173fb	231
OpPlayer7Decoder	in	desktop	10	5b044453fef6	233
OpPlayer7Decoder	in	desktop	11	5365654b5768	234
OpPlayer7Decoder	in	desktop	12	c15523f115e3	235
OpPlayer7Decoder	in	desktop	13	0c4977cee8e7	236
OpPlayer7Decoder	in	desktop	14	b9de7a089fb6	237
OpPlayer7Decoder	in	desktop	15	95771051ab4b	238
OpPlayer7Decoder	in	desktop	16	e3074d2832aa	239
OpPlayer8Decoder	in	desktop	1	3839372334b2	221
OpPlayer8Decoder	in	desktop	2	e2f0c830b576	222
OpPlayer8Decoder	in	desktop	3	b0e92a31d812	223
OpPlayer8Decoder	in	desktop	4	80e8ab3cba3c	224
OpPlayer8Decoder	in	desktop	5	19ef3a5e36cd	225
OpPlayer8Decoder	in	desktop	6	73785f8809ba	226,238
OpPlayer8Decoder	in	desktop	7	969ed017bbe7	227
OpPlayer8Decoder	in	desktop	8	e808e54de969	228,230
OpPlayer8Decoder	in	desktop	9	884e4ed120ae	229
OpPlayer8Decoder	in	desktop	10	3cc31348b8ee	231
OpPlayer8Decoder	in	desktop	11	7430148b72e3	232
OpPlayer8Decoder	in	desktop	12	37b4113125b7	233
OpPlayer8Decoder	in	desktop	13	968f91ecff0d	234
OpPlayer8Decoder	in	desktop	14	c351e96d8b3b	235
OpPlayer8Decoder	in	desktop	15	5715a9f935d6	236,239
OpPlayer8Decoder	in	desktop	16	aeeabf29cee6	237
OpPlayerTDecoder	in	desktop	1	84e3eba87254	221
OpPlayerTDecoder	in	desktop	2	1e5ef40b3f3d	222
OpPlayerTDecoder	in	desktop	3	91e8c5c2f3be	223
OpPlayerTDecoder	in	desktop	4	f41dca7090be	224
OpPlayerTDecoder	in	desktop	5	da51a2808aee	225
OpPlayerTDecoder	in	desktop	6	ddc6e10ee2ac	226
OpPlayerTDecoder	in	desktop	7	5f5dba8577e4	227
OpPlayerTDecoder	in	desktop	8	8b51b34f0d86	228
OpPlayerTDecoder	in	desktop	9	dff80a13b40c	229
OpPlayerTDecoder	in	desktop	10	daa6ec64e502	230
OpPlayerTDecoder	in	desktop	11	ca23cb166c70	231
OpPlayerTDecoder	in	desktop	12	944c13909778	232
OpPlayerTDecoder	in	desktop	13	2505c63a01df	233
OpPlayerTDecoder	in	desktop	14	644db6de1f99	234
OpPlayerTDecoder	in	desktop	15	1244a383347a	235
OpPlayerTDecoder	in	desktop	16	b5671386d6ee	236
OpPlayerTDecoder	in	desktop	17	9741d936420f	237
OpPlayerTDecoder	in	desktop	18	27100b22693e	238
OpPlayerTDecoder	in	desktop	19	c277fd6eed87	239
OpWorldEntity1Decoder	in	desktop	1	7d66e9496d8c	233
OpWorldEntity1Decoder	in	desktop	2	cf9057a08385	234,236
OpWorldEntity1Decoder	in	desktop	3	dc5e5ea30b5e	235
OpWorldEntity1Decoder	in	desktop	4	3c1e06254ecd	237
OpWorldEntity1Decoder	in	desktop	5	911664ee8974	238
OpWorldEntity1Decoder	in	desktop	6	18ed70b90728	239
OpWorldEntity2Decoder	in	desktop	1	8d86b375b019	233
OpWorldEntity2Decoder	in	desktop	2	5dcf8b56a51d	234
OpWorldEntity2Decoder	in	desktop	3	bb4a6d984b8a	235
OpWorldEntity2Decoder	in	desktop	4	1d3af9b6f7b2	236
OpWorldEntity2Decoder	in	desktop	5	e0c07f0736be	237
OpWorldEntity2Decoder	in	desktop	6	8d930e75fbd7	238
OpWorldEntity2Decoder	in	desktop	7	f25103e8b514	239
OpWorldEntity3Decoder	in	desktop	1	d011ed648048	233
OpWorldEntity3Decoder	in	desktop	2	26d70f867df0	234
OpWorldEntity3Decoder	in	desktop	3	2bf17bfac6cb	235
OpWorldEntity3Decoder	in	desktop	4	d5d731a984b7	236
OpWorldEntity3Decoder	in	desktop	5	726c4d8eb8bb	237
OpWorldEntity3Decoder	in	desktop	6	c79aea460103	238-239
OpWorldEntity4Decoder	in	desktop	1	68e13721ce7f	233
OpWorldEntity4Decoder	in	desktop	2	457858c0f62a	234
OpWorldEntity4Decoder	in	desktop	3	20d43cb1dd16	235
OpWorldEntity4Decoder	in	desktop	4	51ad19516634	236
OpWorldEntity4Decoder	in	desktop	5	bd5c056d2567	237-238
OpWorldEntity4Decoder	in	desktop	6	34011c1dbf30	239
OpWorldEntity5Decoder	in	desktop	1	bb879d6fc9d5	233
OpWorldEntity5Decoder	in	desktop	2	f4391af6bbbb	234
OpWorldEntity5Decoder	in	desktop	3	1592e96e9a07	235
OpWorldEntity5Decoder	in	desktop	4	6ec56582f7ed	236
OpWorldEntity5Decoder	in	desktop	5	7d8b5e802ac4	237
OpWorldEntity5Decoder	in	desktop	6	a45cb6d8d12b	238
OpWorldEntity5Decoder	in	desktop	7	f54e05d77e11	239
OpWorldEntity6Decoder	in	desktop	1	6a1699c74f9e	233
OpWorldEntity6Decoder	in	desktop	2	37a7688eb570	234,239
OpWorldEntity6Decoder	in	desktop	3	a73e5c9677ec	235-237
OpWorldEntity6Decoder	in	desktop	4	5435c085df10	238
OpWorldEntityTDecoder	in	desktop	1	7366dcb7de39	233
OpWorldEntityTDecoder	in	desktop	2	5adbf77f67b7	234
OpWorldEntityTDecoder	in	desktop	3	1177569ddddb	235
OpWorldEntityTDecoder	in	desktop	4	b7e9ad0c929c	236
OpWorldEntityTDecoder	in	desktop	5	7dcf93b19486	237
