id,name,combat_level,size,footprint_size,height,category,is_interactable,is_minimap_visible,is_pet,has_render_priority,render_priority,rotation_flag,low_priority_follower_ops,rotation_speed,width_scale,height_scale,ambient,contrast,stat_74,stat_75,stat_76,stat_77,stat_78,stat_79,varbit_id,varp_index,configs,op1,op2,op3,op4,op5,models,chathead_models,recolors,retextures,bas_type_id,anim_stand,anim_walk,anim_run,anim_idle_rot_left,anim_idle_rot_right,anim_rot180,anim_rot_left,anim_rot_right,anim_run_rot180,anim_run_rot_left,anim_run_rot_right,anim_crawl,anim_crawl_rot180,anim_crawl_rot_left,anim_crawl_rot_right,sound_idle,sound_crawl,sound_walk,sound_run,sound_radius,ambient_sound_volume,head_icons,params,record_bytes,decoded_bytes,stop_opcode
69,Sten,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,125,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,63811,51661,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,46,46,-1
70,,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,-1 -1,,,,,,,,,,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,21,21,-1
71,Sten,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,125,1,1,1,1,1,1,-1,-1,,,,,,,63811,51661,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,33,33,-1
72,Troll,69,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,44730 44722 44710 56867,,,,1717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
73,Zombie,13,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21104 21057 21037 21086 21113 21073 21140,,13506>10304 13501>10304 13493>10295 13489>10295 13497>10299,,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,68,68,-1
74,Zombie,18,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21002 20971 20964 21000 21028 20982 21029,,13506>54340 13501>54340 13493>54331 13489>54331 13497>54336,,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,68,68,-1
75,Zombie,24,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21102 21058 21040 21087 21116 21073 21136,,13506>10304 13501>10304 13493>10295 13489>10295 13497>10299,,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=9;6=8;7=12;9=11;8=10;641=70;14=5,126,126,-1
76,Zombie,25,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21104 21057 21037 21086 21113 21073 21133,,13506>10304 13501>10304 13493>10295 13489>10295 13497>10299 61>5652,,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=10;6=8;7=12;9=10;8=10;641=70,122,122,-1
77,Summoned Zombie,13,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21111 21067 21049 21098 21125 21081 21140,,13506>15405 13501>15405 13493>15397 13489>15397 13497>16425,,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,77,77,-1
78,Giant bat,27,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,18898,,,,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=10;6=10;7=12;9=8;8=10,79,79,-1
79,Death wing,83,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,18897,,,,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=0;6=0;7=0;9=0;8=0,80,80,-1
80,Camel,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,38647,38723,,,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,45,45,-1
81,Cow,2,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,23889,,,438>166,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=-150;5=-21;6=-21;7=-21;9=-21;8=-21,89,89,-1
82,Lesser demon,82,2,-1,-1,0,true,true,false,false,0,true,false,32,86,86,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,17375 17391 17384 17388,,,,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,8=-10,62,62,-1
83,Greater demon,92,3,-1,-1,0,true,true,false,false,0,true,false,32,110,110,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,17375 17391 17384 17399,,,,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,8=-10,63,63,-1
84,Black demon,172,3,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,17375 17391 17384 17399,,910>898 912>4 1938>8 1814>12 1690>16 0>5206,,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,8=-10,82,82,-1
85,Suak,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,125,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,63812,51654,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,48,48,-1
86,Giant rat,2,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,61009,,,,1900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,39,39,-1
87,Giant rat,6,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,61007,,,,1900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,39,39,-1
88,Dungeon rat,12,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,61019 61013 61023,,,,1900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,49,49,-1
89,Unicorn,15,2,-1,-1,0,true,true,false,false,0,true,false,32,110,110,15,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,25755,,,,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
90,Skeleton,22,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21175 21160 21157 21182 21201 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=5;6=5;7=-5;9=5;8=0,88,88,-1
91,Skeleton,21,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21175 21160 21157 21182 21201 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=5;6=5;7=-5;9=5;8=0,88,88,-1
92,Skeleton,25,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21170 21178 21159 21156 21180 21202 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=140;5=9;6=11;7=-2;9=4;8=1,106,106,-1
93,Skeleton,45,1,-1,-1,0,true,true,false,false,0,true,false,32,108,108,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21165,,,,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=140;5=9;6=11;7=-2;9=4;8=1,100,100,-1
94,Skeleton Mage,16,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,41,41,-1
95,Wolf,64,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26266,,,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,32,32,-1
96,Adolescent White wolf,3,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,50,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26266,,,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,51,51,-1
97,White wolf,38,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,50,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26266,,,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,40,40,-1
98,Dog,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,26253,,,,1954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
99,Guard dog,44,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26255,,,,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,37,37,-1
100,Freaky Forester,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,215 249 299 170 176 8777 185 8781 8775,39836 39254 39538,8741>119,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,82,82,-1
101,Pheasant,3,1,-1,-1,0,true,true,false,true,1,true,false,32,30,30,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8839 8840,,,,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,45,45,-1
102,Pheasant,3,1,-1,-1,0,true,true,false,true,1,true,false,32,30,29,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8839 8840,,,,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,45,45,-1
103,Ghost,19,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,21154,,,,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=5;5=5;7=5;9=5;8=-5,79,79,-1
104,Ghost,19,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,21144,,,,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=5;5=5;7=5;9=5;8=-5,79,79,-1
105,Grizzly bear,21,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,18884,,,,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,40,40,-1
106,Black bear,19,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,18882,,,,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,38,38,-1
107,Scorpion,14,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,24609,,,,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2901,4334,4334,4334,5,255,,6=15;5=5;7=15;9=5;8=0,91,91,-1
108,Poison Scorpion,20,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,24609,,4525>6573 4645>6693 4636>6684 4884>6932 142>59660 3974>902,,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2901,4334,4334,4334,5,255,,6=15;5=5;7=15;9=5;8=0,124,124,-1
109,Pit Scorpion,28,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,24612,,,,1418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2901,4334,4334,4334,2,255,,6=5;5=0;7=5;9=0;8=0,95,95,-1
110,Fire giant,86,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,50,125,1,1,1,1,1,1,-1,-1,,,Attack,,,,17452 17437,,,,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=310;14=5;5=0;6=3;7=2;9=0;8=0,102,102,-1
111,Ice giant,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,17453 17442,,,,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=310;14=5;5=0;6=3;7=2;9=0;8=0,97,97,-1
112,Moss giant,42,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,17455 17439,,,,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=310;14=6;5=0;6=0;7=0;9=0;8=0,98,98,-1
113,Jogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,46162 40112,,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,97,97,-1
114,Mogre,60,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,46157,,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,95,95,-1
115,Ogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-To,Attack,,,,46153 40110,31696,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,115,115,-1
116,Cyclops,56,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26408 17446 17432 17466,,,,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,41,41,-1
117,Hill Giant,28,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,8,25,1,1,1,1,1,1,-1,-1,,,Attack,,,,17463 17446 17430 17466,,,,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=160;14=6;5=0;6=0;7=0;9=0;8=0,107,107,-1
118,Dwarf,10,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,2970 2981 2979 2983 2985 2990,,803>5652,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=70;5=0;6=0;7=0;9=0;8=5,107,107,-1
119,Chaos dwarf,48,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,2970 2982 2977 2983 2985 2989 2993 2991,,7473>61 4550>2619,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=90;5=40;6=34;7=25;9=35;8=10,113,113,-1
120,Dwarf,20,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,2970 2980 2978 2984 2985 2993,,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=90;14=6;5=0;6=0;7=0;9=0;8=5,101,101,-1
121,Dwarf,9,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,2970 2980 2978 2984 2985 2993,,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=90;5=4;6=6;7=5;9=4;8=1,93,93,-1
122,Pheasant,3,1,-1,-1,0,true,true,false,true,1,true,false,32,30,30,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8839 8841,,,,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,46,46,-1
123,Pheasant,3,1,-1,-1,0,true,true,false,true,1,true,false,32,30,30,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,8839 8841,,,,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,46,46,-1
124,Earth warrior,51,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,32091,,,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=40;5=30;7=20;9=30;8=10,83,83,-1
125,Ice warrior,57,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,213 306 164 176 268 184 511,,61>35792 41>35792 4550>35792 57>35792 12>35792 24>35792 4540>35784,,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=40;5=30;7=20;9=30;8=10,123,123,-1
126,Otherworldly being,64,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,57326,11925,,,1833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=15;6=10;7=20;9=15;8=-5,94,94,-1
127,Magic axe,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,3000,,,,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=5;5=10;7=15;9=10;8=5,79,79,-1
128,Snake,5,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,3002,,,,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,33,33,-1
129,Egil,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,125,1,1,1,1,1,1,-1,-1,,,,,,,63806,51666,5784>81 5775>71,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,45,45,-1
130,Abel,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,125,1,1,1,1,1,1,-1,-1,,,,,,,63808,51660,,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,33,33,-1
131,Penguin,2,1,-1,-1,0,true,true,false,false,0,true,false,32,75,75,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,21547,,,,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,41,41,-1
132,Monkey,3,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,16078,,,,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,34,34,-1
133,Black unicorn,27,2,-1,-1,0,true,true,false,false,0,true,false,32,110,110,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,25754,,,,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
134,Poison spider,64,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,20315 20316,,960>16 33728>12 22443>8 11200>4 56256>933 50099>65459,,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,5=20;6=17;7=10;9=14;8=14,111,111,-1
135,Ethereal Mimic,0,1,-1,-1,0,true,true,false,false,0,true,false,32,127,124,0,200,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,16455 16504 16505 16492 16497 16502 16495,39893,33676>60620 410>31058 33300>54606 36007>29910 6573>54371 33036>31058,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,94,94,-1
136,Mounted terrorchick,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,20,100,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,63154,42660 42662 63311,,,503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,67,67,-1
137,Terrorchick,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,26859,,,,503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
138,Terrorbird,28,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26856,,,,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,38,38,-1
139,Terrorbird,28,2,-1,-1,0,true,true,false,false,0,true,false,32,119,119,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26856,,14753>14868 12579>12694,,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,54,54,-1
140,Soulless,18,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,2958,,,,1419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,36,36,-1
141,Big Wolf,73,2,-1,-1,0,true,true,false,false,0,true,false,32,170,170,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26264,,262>16,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,48,48,-1
142,Wolf,25,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26266,,,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,32,32,-1
143,Jungle Wolf,64,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,26265,,8373>10415 5293>8363 5289>8487 5285>8483 5268>8361 8390>8483,,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,65,65,-1
144,King Scorpion,32,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,24611,,,,1414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2901,4334,4334,4334,5,255,,6=15;5=5;7=15;9=5;8=0,96,96,-1
145,Ice warrior,57,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,213 306 164 176 268 184 511,,61>43484 41>39386 4550>41193 57>43484 12>43484 24>42209 4540>41185,,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=40;5=30;7=20;9=30;8=10,123,123,-1
146,Gull,0,2,-1,-1,0,true,false,false,false,0,true,false,32,138,138,20,0,1,1,1,1,1,1,-1,-1,,,,,,,26841,,,,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=10;5=12;7=16;9=4;8=8,72,72,-1
147,Cormorant,0,2,-1,-1,0,true,false,false,false,0,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,,,,,26840,,,,1399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=10;5=12;7=16;9=4;8=8,71,71,-1
148,Pelican,0,2,-1,-1,0,true,false,false,false,0,true,false,32,128,128,20,0,1,1,1,1,1,1,-1,-1,,,,,,,26846,,,,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=10;5=12;7=16;9=4;8=8,69,69,-1
